Tanggal,Tn,Tx,Tavg,kelembaban,curah_hujan,matahari,kecepatan_angin,kecepatan_angin,,
17-10-2017,23,32,28.6,79,0,0.7,4,80,,
18-10-2017,23,34.8,28.6,72,0,7.9,4,200,,
19-10-2017,23,32,27.5,82,0,9,3,140,,
20-10-2017,24,32.8,27.7,84,19.6,8.8,2,260,,
21-10-2017,24,32.8,27.9,84,0,5.3,4,70,,
22-10-2017,24,32.4,28.1,83,0,5,4,90,,
23-10-2017,23,32.8,27.8,79,0,7.5,3,170,,
24-10-2017,23,34.4,28.5,80,2.6,8.2,6,200,,
25-10-2017,23,32.4,27.9,81,0,8.4,3,90,,
26-10-2017,23,33,27.5,79,0,1.8,3,60,,
27-10-2017,23,30.4,26.4,90,1.8,4.4,2,210,,
28-10-2017,24,31.3,26,89,0,2.6,4,310,,
29-10-2017,21,31.8,26.4,85,8,3.5,5,80,,
30-10-2017,22,32,27.6,78,17,9.1,4,310,,
31-10-2017,24,32.5,28.1,73,0,8.5,4,70,,
01-11-2017,24,32.2,26.6,84,0.4,7,3,320,,
02-11-2017,23,31.6,25.9,85,16.2,4.3,4,60,,
03-11-2017,23,32.2,27.8,79,3.5,5.9,3,50,,
04-11-2017,23,31.4,27.3,81,0,9.3,3,70,,
05-11-2017,24,31.9,27.3,89,14,1,4,300,,
06-11-2017,24,31.1,27.4,84,0,5.3,3,80,,
07-11-2017,24,35,27.3,86,0,2.9,2,300,,
08-11-2017,23,28.6,25.9,94,0,1,2,310,,
09-11-2017,23,32,27.3,82,0.5,1,3,70,,
10-11-2017,24,31.4,26.9,84,0,9.5,3,280,,
11-11-2017,23,32.2,27.5,81,0,3,4,70,,
12-11-2017,24,28.3,26.4,89,1,3,4,80,,
13-11-2017,22,31.4,26.8,84,0.8,0.4,3,70,,
14-11-2017,24,32.2,27.2,84,0,6.5,3,100,,
15-11-2017,23,30.8,27,83,0,7.5,4,100,,
16-11-2017,23,27.8,25.5,90,0,3,2,70,,
17-11-2017,24,35,26.3,86,0,1,2,310,,
18-11-2017,23,32.2,27.6,82,0,1.5,2,300,,
19-11-2017,24,30.8,26.8,88,0,2,2,90,,
20-11-2017,22,31,26.7,88,0,2.3,3,70,,
21-11-2017,22,31.6,27.5,75,0,1,4,80,,
22-11-2017,24,31.6,27.4,77,0,8.4,4,50,,
23-11-2017,24,32.6,27.3,85,1,6.5,2,320,,
24-11-2017,23,31.4,27.6,83,0,1,2,90,,
25-11-2017,22,30.8,26.1,94,10,2.4,2,90,,
26-11-2017,24,30.7,26.7,88,15,2,2,50,,
27-11-2017,22,31.2,26.2,89,0,3.4,4,80,,
28-11-2017,22,31.8,26.6,85,2,2.7,3,60,,
29-11-2017,22,31.6,26.5,90,34,8,3,40,,
30-11-2017,23,31.4,27.1,88,0,5.8,5,80,,
01-12-2017,23,31.6,26.9,87,1.5,2.1,4,40,,
02-12-2017,23,31,26.4,88,0,6.4,2,260,,
03-12-2017,22,31.4,26.6,89,42,2.3,3,60,,
04-12-2017,22,34.2,27.1,87,0.9,1,4,80,,
05-12-2017,23,31.2,27.5,75,0.8,4.3,3,30,,
06-12-2017,23,32.2,27.3,85,0,0.2,4,110,,
07-12-2017,23,31.4,27.1,87,3.8,7.5,3,90,,
08-12-2017,23,35,27.5,75,0,2.1,2,90,,
09-12-2017,23,35,26.2,92,2.5,3.4,3,300,,
10-12-2017,23,30.2,26.8,85,7,0.4,3,90,,
11-12-2017,20,30.4,26.9,91,1.3,1,2,70,,
13-12-2017,22,32.2,27.2,85,0,8,3,90,,
14-12-2017,20,32,27.6,77,0,2,4,80,,
15-12-2017,23,35,26.5,89,4.5,6,3,320,,
16-12-2017,23,35,25.4,91,0,1,8,60,,
17-12-2017,22,30.4,26.6,82,1.7,1,2,60,,
18-12-2017,21,35,26.1,89,0.9,1,3,40,,
19-12-2017,20,35,25,92,0,1,3,60,,
20-12-2017,22,31,26.1,90,30,4.5,4,30,,
21-12-2017,22,35,27.1,84,0.4,7.1,4,70,,
22-12-2017,23,29.8,25.8,91,33,4.5,3,60,,
23-12-2017,22,30.6,26.1,89,10.3,1,3,80,,
24-12-2017,22,35,26.5,87,10.2,3.3,7,60,,
25-12-2017,20,31.4,26.2,88,14.5,6.3,4,90,,
26-12-2017,22,31.4,27.7,79,1.2,3.3,4,110,,
27-12-2017,23,31.6,27.4,85,1,3.7,2,60,,
28-12-2017,23,31.2,26.1,89,0,0.4,3,170,,
29-12-2017,20,30.2,26.5,87,16.1,0.5,2,70,,
30-12-2017,23,30.2,26.6,84,3.5,1.5,2,300,,
31-12-2017,20,31,27,86,0,1,4,90,,
01-01-2018,22,30.2,25.8,93,0,3.5,2,300,,
02-01-2018,22,33.8,27.5,75,12,1,9,90,,
03-01-2018,22,31.8,26.9,85,0,8.5,7,80,,
04-01-2018,22,35,26.2,92,2.8,7.5,4,80,,
05-01-2018,22,31.4,26.5,90,0.5,4.5,3,70,,
06-01-2018,20,32.2,26.4,88,2,6,4,50,,
07-01-2018,21,32.8,27.6,78,0,8,5,70,,
08-01-2018,22,31.4,26.7,82,3,9.5,4,190,,
09-01-2018,22,31.8,26.5,84,8.8,5.1,2,130,,
10-01-2018,22,31.2,27.2,79,0,7.5,4,70,,
11-01-2018,23,30,25.9,87,0,6,3,300,,
12-01-2018,23,32.2,26.9,84,0,1,4,40,,
13-01-2018,22,30.8,26.7,83,0,9,2,110,,
14-01-2018,22,30.4,26.5,90,3.5,3.5,2,310,,
15-01-2018,23,30.9,26.5,84,3.5,2.5,4,30,,
16-01-2018,22,29,25.5,92,0,4.2,1,280,,
17-01-2018,22,27.8,25.2,95,5,0.7,2,310,,
18-01-2018,23,30,26,88,2.5,0.2,2,160,,
19-01-2018,22,30.2,25.4,90,0,0.3,2,330,,
20-01-2018,20,31.8,26.5,86,23,0.5,3,60,,
21-01-2018,26,31.4,26.7,86,0,6.5,3,290,,
22-01-2018,23,30.6,26.6,87,1.3,5,4,80,,
23-01-2018,23,35,26.8,88,17.5,5,4,80,,
24-01-2018,23,29.2,25.8,93,17,5.5,3,90,,
25-01-2018,22,32.2,26.7,84,0.5,1,3,90,,
26-01-2018,22,30.8,26.2,91,3.1,2.5,2,240,,
27-01-2018,22,30.2,27.3,86,2.9,6.5,3,80,,
28-01-2018,23,30.3,26.8,86,0,1,3,100,,
29-01-2018,22,31.6,25.8,90,0.1,2.4,3,300,,
30-01-2018,23,35,26.5,87,13.5,1,3,300,,
31-01-2018,22,30.8,26.2,83,6,1,4,60,,
01-02-2018,21,30.2,26.2,90,2.6,7.2,2,270,,
02-02-2018,22,31.2,26.7,84,0,1.2,7,40,,
03-02-2018,22,31.2,26.5,87,0,5,5,50,,
04-02-2018,22,31,25.7,92,8.3,7.5,5,80,,
05-02-2018,22,30.4,26.3,91,11,5.5,2,60,,
06-02-2018,22,29.8,25.6,95,4.3,1,4,90,,
07-02-2018,23,30.6,27.4,87,0.5,2,4,80,,
08-02-2018,23,31.4,27.2,91,5,5.5,3,30,,
09-02-2018,23,31.4,26.9,87,0,3.4,4,50,,
10-02-2018,23,29.4,26,89,1.9,4.5,3,90,,
11-02-2018,22,31,26.3,89,0,1,3,50,,
12-02-2018,22,30.6,26.4,92,2,1.5,3,90,,
13-02-2018,20,35,26.8,88,3.9,4.4,4,50,,
14-02-2018,23,28.8,25.7,95,4.5,6,3,160,,
15-02-2018,23,30.8,26.2,92,2.3,0.2,3,290,,
16-02-2018,22,31.2,27.2,84,11,1,4,50,,
17-02-2018,22,31.2,26.5,89,25.1,4.5,4,80,,
18-02-2018,22,32.8,27.2,84,0.9,8.5,4,90,,
19-02-2018,23,29.7,25.9,91,2.5,8,3,310,,
20-02-2018,22,31.2,26.2,82,0.5,0.1,4,70,,
21-02-2018,21,32.2,26.1,82,2.3,4.8,3,120,,
22-02-2018,22,31.6,27,84,0,6.5,3,80,,
23-02-2018,22,30.2,25.6,90,0,5.2,3,350,,
24-02-2018,21,32,27.1,80,0.8,4.2,3,60,,
25-02-2018,22,32,27.2,81,0,7,3,70,,
26-02-2018,22,30.2,26.2,88,1,8.7,3,110,,
27-02-2018,22,29.6,26,86,7.5,4.4,2,50,,
28-02-2018,22,30.3,26.6,85,2.1,0.3,4,40,,
01-03-2018,20,31.4,27,84,7.5,3.3,3,100,,
02-03-2018,23,29.4,26.2,90,0,9.5,2,80,,
03-03-2018,22,29.8,25.9,90,0.2,1,3,80,,
04-03-2018,22,29.4,25.9,90,2.7,1.5,5,60,,
05-03-2018,22,30.9,27.5,75,15.5,0.5,3,100,,
06-03-2018,22,31.6,26.1,83,0,4.8,3,50,,
07-03-2018,21,30.8,25.6,88,59.4,1,6,70,,
08-03-2018,22,31,26.6,84,0,2.8,4,50,,
09-03-2018,22,29.2,25.7,92,0.5,6.8,2,70,,
10-03-2018,22,30.4,27.5,75,0.5,1,2,330,,
11-03-2018,22,30.8,26.8,85,0,5.5,3,90,,
12-03-2018,23,30,26.2,90,2.7,1,4,80,,
13-03-2018,23,30.8,26.1,90,0,2.5,3,70,,
14-03-2018,23,30.6,26,92,11.1,2.5,3,60,,
15-03-2018,23,31,27.1,91,10.4,4.5,4,70,,
16-03-2018,23,31,26.9,82,0,1,3,40,,
17-03-2018,22,31.8,27,82,0,4,4,30,,
18-03-2018,23,32.6,27.5,82,0.5,6.8,4,70,,
19-03-2018,20,32,27.4,81,0,7.3,5,90,,
20-03-2018,22,31,26.4,86,0,7,4,70,,
21-03-2018,23,31.5,26.5,86,14.5,4,3,310,,
22-03-2018,22,31.6,27.2,83,1.3,5.5,3,90,,
23-03-2018,23,30.8,26.1,92,0,7,4,60,,
24-03-2018,22,35,25.8,94,7.4,1,2,310,,
25-03-2018,21,31,25.9,87,2.5,3,5,60,,
26-03-2018,22,31.6,26.5,89,1.5,1,4,70,,
27-03-2018,23,35,27.2,86,2.9,1,6,100,,
28-03-2018,22,31.4,26.8,77,0,4.4,3,80,,
29-03-2018,22,31.2,26.7,79,0,5.4,3,70,,
30-03-2018,22,31.6,27,81,0,1.5,4,80,,
31-03-2018,22,32.2,27.3,83,0,8,5,90,,
01-04-2018,22,32,26.8,82,0,9.4,4,60,,
02-04-2018,23,30.2,25.4,94,0,6.7,4,70,,
03-04-2018,22,30.4,24.6,94,43,1,3,300,,
04-04-2018,22,31,26,89,24.1,2,3,90,,
05-04-2018,22,30,25.5,92,22.7,5.3,2,60,,
06-04-2018,20,30.8,28.3,76,1.2,1,4,70,,
07-04-2018,22,30.8,26.4,88,0,1.5,3,60,,
08-04-2018,23,35,25.6,95,4,4.4,3,40,,
09-04-2018,21,30.8,26.1,84,1,1.3,5,60,,
10-04-2018,22,30.6,26.3,86,0,8,2,200,,
11-04-2018,21,32.2,26.6,83,0,3.3,4,60,,
12-04-2018,22,31.6,27.2,85,0,8,5,60,,
13-04-2018,22,32,26.7,86,0,1,3,90,,
14-04-2018,22,31.4,27.3,81,10.3,1,4,70,,
15-04-2018,23,30.6,26.4,92,0,9,2,80,,
16-04-2018,22,31.7,26.9,87,19,1,3,80,,
17-04-2018,22,32.2,27.3,82,0,7.7,4,70,,
18-04-2018,23,32,27.7,77,0,9,4,70,,
19-04-2018,23,32.1,27.7,78,0,9.3,4,60,,
20-04-2018,23,35,26.6,90,0,9,3,50,,
21-04-2018,23,30.8,26.7,86,0,0.3,3,90,,
22-04-2018,20,31.4,26.8,90,1,2,3,80,,
23-04-2018,24,31.8,27.4,82,1.8,1,4,90,,
24-04-2018,23,31.6,27.3,85,0,7,3,250,,
25-04-2018,20,30.8,27.3,87,1,1,4,80,,
26-04-2018,23,27.6,24.9,96,0,0.5,3,290,,
27-04-2018,22,32.2,26.5,87,54.5,1,3,90,,
28-04-2018,23,31.2,27.1,80,0,1,2,70,,
29-04-2018,23,31.8,26.2,85,0,3.5,4,80,,
30-04-2018,21,31.6,26.5,89,2.2,2,5,80,,
01-05-2018,22,31.8,26.8,87,3.5,3.2,5,90,,
02-05-2018,23,32,27.5,85,0,7.2,4,90,,
03-05-2018,23,32.2,27.7,87,1.5,9.5,3,50,,
04-05-2018,24,30.8,26.7,89,0,7.6,2,240,,
05-05-2018,22,31.6,26.4,90,10,0.3,2,70,,
06-05-2018,22,27.6,24.8,98,18.6,1,2,270,,
07-05-2018,22,31.1,26.6,88,9,1,5,60,,
08-05-2018,22,31,26.3,91,0,9.5,2,300,,
09-05-2018,22,29.8,24.9,91,0,3.9,2,70,,
10-05-2018,21,30.8,25.6,91,46.2,2,3,190,,
11-05-2018,22,31.4,26.5,87,3.2,2.9,2,80,,
12-05-2018,22,32,26.9,86,0,9.3,2,170,,
13-05-2018,23,30,26.5,88,0,9,2,90,,
14-05-2018,22,31.2,26.7,87,1,1.5,4,80,,
15-05-2018,23,30,26.7,85,0,8.4,2,80,,
16-05-2018,22,31.2,27.1,80,0,3.5,3,50,,
17-05-2018,23,31.2,26.8,83,0,10,4,60,,
18-05-2018,22,31.7,27.3,83,0,6,3,130,,
19-05-2018,23,28.4,25.1,91,0,9.8,2,310,,
20-05-2018,20,32,27.5,75,14,1,3,60,,
21-05-2018,23,31.8,28.2,78,0,9.5,6,90,,
22-05-2018,23,29.4,26,92,38,9.7,3,90,,
23-05-2018,24,32,27.4,83,2,1,4,60,,
24-05-2018,23,32,27.6,81,0,10.5,3,100,,
25-05-2018,24,29.4,26.2,87,0,5.5,3,320,,
26-05-2018,23,30.2,25.5,92,0,0.3,2,300,,
27-05-2018,23,26,24.4,95,4.8,2.4,2,270,,
28-05-2018,22,32.6,26.5,89,39,1,3,70,,
29-05-2018,23,32.4,28.1,79,0,10,3,70,,
30-05-2018,24,29.8,26.6,91,0.2,8.2,2,170,,
31-05-2018,23,30.6,26.5,92,5.5,1,2,170,,
01-06-2018,24,29.8,26.2,87,0,2,3,70,,
02-06-2018,23,31,26.6,90,0,0.3,3,80,,
03-06-2018,23,31,27.1,87,0,1.5,2,70,,
04-06-2018,24,29.2,25.5,93,0,2,3,50,,
05-06-2018,21,35.4,27.6,79,2,1,4,60,,
06-06-2018,24,31.8,27.6,80,0,9.5,3,70,,
07-06-2018,24,29.2,26,91,0,2.5,2,310,,
08-06-2018,23,31.3,26.1,86,4.5,1,2,190,,
09-06-2018,23,32.4,27.7,80,0,6.5,2,80,,
10-06-2018,23,32,26.9,83,1.2,9,3,310,,
11-06-2018,23,31.6,27.6,78,0,4.2,3,60,,
12-06-2018,20,29,25.6,94,0,9,2,180,,
13-06-2018,23,28.8,25.5,93,19,1,3,80,,
14-06-2018,22,30.2,26.3,87,2,1,3,80,,
15-06-2018,22,33.4,26.9,81,0,2,4,40,,
16-06-2018,24,31.8,27.2,87,0,7.5,3,270,,
17-06-2018,23,31.8,27,79,0,5.8,3,40,,
18-06-2018,23,30,25.1,93,9,4.8,2,50,,
19-06-2018,22,30.4,25.8,88,1.8,1.5,3,180,,
20-06-2018,23,31.6,27.1,80,0,6,3,340,,
21-06-2018,20,31.4,27.1,75,0,1,6,80,,
22-06-2018,23,31.6,27.2,77,0,8.5,2,70,,
23-06-2018,23,26.4,23.8,94,24.2,9.1,4,300,,
24-06-2018,21,30.4,25.6,86,20,1,2,170,,
25-06-2018,22,31,26.2,82,0,5.5,3,190,,
26-06-2018,22,30.8,26.3,86,0,8.5,2,60,,
27-06-2018,20,31.8,26.2,84,0,5.2,5,70,,
28-06-2018,24,26.4,25,88,5,9,5,150,,
29-06-2018,23,30.4,25.7,91,12.7,1,2,90,,
30-06-2018,23,35,27.5,75,12.5,2.8,2,300,,
01-07-2018,22,30.4,25.8,87,4.5,1.2,3,90,,
02-07-2018,23,31.2,27.1,79,5.5,4.2,3,300,,
03-07-2018,23,30.6,25.1,88,0,9.3,2,320,,
04-07-2018,22,31,25.7,85,2,3,2,180,,
05-07-2018,23,31.4,26.1,83,0,7.1,2,30,,
06-07-2018,23,29.2,25.4,94,0,0.8,2,90,,
07-07-2018,23,30.8,26.2,85,0.5,1,2,60,,
08-07-2018,24,32.6,27.5,75,2.8,2,2,310,,
09-07-2018,23,32.2,26.6,88,10.2,5.2,3,170,,
10-07-2018,24,31.6,26.8,86,0.8,7,2,170,,
11-07-2018,24,31.4,26.5,84,0,6.2,2,290,,
12-07-2018,24,31.8,26.8,87,2.5,6,2,100,,
13-07-2018,24,31.6,27.2,87,2,4.2,2,80,,
14-07-2018,24,28,24.6,97,58.5,5.5,1,250,,
15-07-2018,23,32.2,27.5,75,4.4,1,4,210,,
16-07-2018,24,32.4,27.5,75,0,2.5,4,70,,
17-07-2018,24,29,25.5,91,1.6,8.2,2,70,,
18-07-2018,24,32,27,87,0.7,1,3,300,,
19-07-2018,24,32,26.7,86,7.4,4.5,3,300,,
20-07-2018,25,32.3,27.5,75,3.1,5,3,240,,
21-07-2018,25,32.4,27.5,79,0,9.4,3,80,,
22-07-2018,24,31.2,26.4,86,9.7,9.4,3,270,,
23-07-2018,23,31.6,27.3,77,0,1.4,3,190,,
24-07-2018,23,29.4,25.4,90,12.5,6,1,60,,
25-07-2018,23,32.2,27,82,3.2,0.4,2,160,,
26-07-2018,25,31.6,27.3,88,0,7.7,4,70,,
27-07-2018,24,30.7,26.6,88,2,6.3,3,70,,
28-07-2018,23,31.7,27.2,84,0,1.5,3,70,,
29-07-2018,24,31.9,26.9,87,4.4,6.2,2,150,,
30-07-2018,24,31.8,27.2,82,0,7.7,2,170,,
31-07-2018,24,30.4,26.5,81,0,7.5,3,200,,
01-08-2018,23,31.4,26.7,83,0,4.5,2,180,,
02-08-2018,23,31.8,26.9,87,21.4,2,2,60,,
03-08-2018,23,30.6,25.8,88,5.5,6,3,310,,
04-08-2018,23,30.5,26.5,75,0.8,1.7,3,60,,
05-08-2018,23,31.2,26.1,85,0,0.5,4,290,,
06-08-2018,24,33.4,27.5,76,0,1,2,180,,
07-08-2018,24,32,27.2,81,0,8.4,2,60,,
08-08-2018,23,31.3,26.4,87,2.3,7.5,4,220,,
09-08-2018,23,30.8,26.2,90,2,7,2,180,,
10-08-2018,24,28.8,24.7,90,0,3.5,2,300,,
11-08-2018,22,33.4,26.6,83,12.4,0.5,4,130,,
12-08-2018,23,31.4,26.8,83,0,7.2,4,70,,
13-08-2018,23,32.2,27,78,0,8.8,2,300,,
14-08-2018,23,31.8,26.7,80,0,7.4,3,270,,
15-08-2018,24,32.4,27.1,78,0,7.2,3,260,,
16-08-2018,22,32.2,26.6,81,0,6.3,4,250,,
17-08-2018,23,32.9,27.1,73,0,10.3,4,180,,
18-08-2018,24,33,27.8,71,0,9.5,2,50,,
19-08-2018,22,35,26.5,86,5.1,7,3,300,,
20-08-2018,23,32,26.6,83,1,8,4,300,,
21-08-2018,24,35,26.9,79,0.2,1,2,50,,
22-08-2018,23,29.4,27.5,75,11.5,4.6,2,230,,
23-08-2018,23,31.4,27.5,75,0.3,2.4,3,80,,
24-08-2018,23,28.6,25,92,4.1,1.2,3,300,,
25-08-2018,23,29,25.8,85,1,1,3,60,,
26-08-2018,24,29.4,25.9,88,1,1.4,4,40,,
27-08-2018,22,31.8,26.2,85,5,1,2,160,,
28-08-2018,24,30.4,25.4,89,0,5,2,90,,
29-08-2018,23,35,26,88,2.3,4.1,3,60,,
30-08-2018,24,28.2,25.3,93,2,2.5,1,300,,
31-08-2018,22,30.8,25.7,89,2,10,3,30,,
01-09-2018,22,28.6,27.1,75,1.8,1,2,280,,
02-09-2018,22,28.8,24.7,92,9.7,1,2,170,,
03-09-2018,22,31.8,26.4,81,0,1,4,30,,
04-09-2018,23,29.2,25.5,89,0,9.5,2,270,,
05-09-2018,20,31,26.3,85,5.4,0.8,3,50,,
06-09-2018,23,29.4,25.5,91,3,6.5,2,70,,
07-09-2018,23,32,26.9,83,0,1,2,90,,
08-09-2018,23,31.8,27.1,81,0,3.4,5,50,,
09-09-2018,23,35,25.7,88,8,5.3,2,240,,
10-09-2018,23,30.6,26.1,88,0.5,1,4,300,,
11-09-2018,23,31.8,26.6,82,1.5,3.1,4,50,,
12-09-2018,23,32.2,27.5,75,0,5.3,3,280,,
13-09-2018,24,33.6,28.3,69,0,7.7,3,90,,
14-09-2018,24,31.3,27,89,5.2,1,2,110,,
15-09-2018,24,29.4,26.1,94,3,1.7,3,230,,
16-09-2018,23,31,26.3,88,0.5,1,2,170,,
17-09-2018,23,31.2,26.5,83,0,8,3,30,,
19-09-2018,23,31.4,26.9,84,0,9,3,60,,
20-09-2018,24,30.8,26.7,81,0,7,2,270,,
21-09-2018,24,35,27.5,75,0.2,1,2,180,,
23-09-2018,23,35,27.5,75,0,6.2,3,70,,
24-09-2018,24,32,27.2,82,0,8,3,300,,
25-09-2018,24,32.2,27.3,78,0,1.2,3,50,,
27-09-2018,24,33.2,27.7,74,0,8,4,70,,
28-09-2018,24,32.6,27.6,77,0,8,3,140,,
29-09-2018,23,35,27.5,75,0,5.2,3,70,,
01-10-2018,24,28.2,27.5,75,0.5,1,1,70,,
02-10-2018,23,30,25.7,93,8,1,2,280,,
03-10-2018,23,32.2,26.5,80,1.4,1.5,3,280,,
04-10-2018,23,27.2,24.8,89,6.5,8.7,3,290,,
05-10-2018,22,31.5,26.6,78,21.3,0.2,3,40,,
06-10-2018,24,32,27.4,80,0,10,2,60,,
07-10-2018,25,31,26.9,86,0,6,3,50,,
08-10-2018,24,31.4,27,89,3.5,5,3,60,,
09-10-2018,24,30.6,27,83,0,8.7,3,30,,
10-10-2018,24,30,27.5,75,0.8,1,5,50,,
11-10-2018,24,28.2,25.4,93,17.8,3.2,2,60,,
12-10-2018,20,29.2,25.5,92,0,1,2,310,,
13-10-2018,23,27.2,24.7,93,23.9,2.5,3,200,,
14-10-2018,23,32.4,26.8,80,7.3,1,2,70,,
15-10-2018,24,35,25.9,86,0,9.7,2,50,,
16-10-2018,23,29.4,25.7,90,56.6,6.4,3,40,,
17-10-2018,20,35,27.5,92,2.4,4,3,300,,
18-10-2018,23,31.2,26.9,80,0.5,1,3,180,,
19-10-2018,24,30.9,26.9,81,0,4.4,3,60,,
20-10-2018,24,30.8,26.9,86,0,6,3,40,,
21-10-2018,24,31.4,26.7,89,3.1,2.2,3,30,,
22-10-2018,20,29.3,25.9,90,0,5.3,2,30,,
23-10-2018,23,30,26.1,88,0,1,3,40,,
24-10-2018,24,32,27.2,75,0.5,1.7,5,50,,
25-10-2018,20,33.4,27.6,74,0,7.5,5,50,,
26-10-2018,23,35.2,28.4,63,0,9.2,6,210,,
27-10-2018,22,35,27.2,69,0,9.5,4,50,,
28-10-2018,24,32.4,27.1,73,0,8.3,2,300,,
29-10-2018,23,32.2,27.2,72,0,3.7,3,140,,
30-10-2018,23,31.6,27,72,0,9,3,280,,
31-10-2018,24,35,27.4,74,1,7.5,5,70,,
01-11-2018,24,31.6,27.2,76,0.1,5.7,4,70,,
02-11-2018,24,28.8,25.5,90,0,7.7,2,170,,
03-11-2018,23,31.4,26.4,87,12.4,0.8,3,70,,
04-11-2018,23,35,27.1,80,0,7.2,3,40,,
05-11-2018,23,30,27.1,81,0,4.9,2,160,,
06-11-2018,24,29.4,26,88,20.6,3.4,3,90,,
07-11-2018,22,30.4,25.5,88,4.1,1.4,2,70,,
08-11-2018,24,33,26.4,88,1.3,4.2,4,40,,
09-11-2018,24,32.3,27.7,76,0,1,3,40,,
10-11-2018,24,29.4,26.9,85,0,9,7,70,,
11-11-2018,25,31.8,27.5,87,0,1,2,40,,
12-11-2018,24,35,27.4,80,2,3.2,5,60,,
13-11-2018,24,32,27.5,80,0,8.7,4,40,,
14-11-2018,24,29.2,26.1,91,0,6.5,3,290,,
15-11-2018,23,31.9,26.5,85,40.2,1,5,310,,
16-11-2018,24,25.3,26.3,88,1,4.5,3,30,,
17-11-2018,22,30.4,27.5,75,14.2,1.9,2,280,,
18-11-2018,24,30.7,26.9,86,0.8,3.3,3,60,,
19-11-2018,24,31.5,27.3,85,0,3.3,4,70,,
20-11-2018,24,31.2,27.5,77,0,3.3,2,40,,
21-11-2018,21,31.4,26.5,88,69,6.5,3,40,,
22-11-2018,23,35,25.4,86,1,5.2,2,40,,
23-11-2018,24,35,26.4,82,1,1.5,2,30,,
24-11-2018,23,30.2,25.8,90,3,1,2,200,,
25-11-2018,24,32.6,27.3,88,2.8,4.4,3,50,,
26-11-2018,24,31.1,27.1,82,0,7.5,4,280,,
27-11-2018,25,31.1,26.2,86,0,4.5,3,40,,
28-11-2018,24,31.4,26.6,88,0,0.8,3,60,,
29-11-2018,24,31.2,26.7,84,0,5.5,3,310,,
30-11-2018,24,31.4,26.6,88,1,5,3,30,,
01-12-2018,24,31.2,27.3,81,1,4.8,4,50,,
02-12-2018,25,35,25.5,93,7,9,2,280,,
03-12-2018,23,31,26.8,85,11,1,3,70,,
04-12-2018,22,31.7,27,78,0,9.8,3,60,,
05-12-2018,23,31.5,26.3,87,0,9.4,4,70,,
06-12-2018,24,31.7,27,86,0,5.3,3,250,,
07-12-2018,24,31.5,27.3,84,0,5,4,60,,
08-12-2018,24,32.1,26.9,86,0,5.4,4,30,,
09-12-2018,24,31.8,27.1,87,0,6,3,50,,
10-12-2018,22,29.3,26,91,1.5,5.4,2,40,,
11-12-2018,19,35,26.3,88,10.5,0.2,3,260,,
12-12-2018,19,31.6,27.1,83,5.5,5,5,50,,
13-12-2018,24,32.1,27.3,83,0,6.3,2,50,,
14-12-2018,25,32.2,27.7,79,0,7.8,3,70,,
15-12-2018,24,31,26.9,86,1,7.7,4,60,,
16-12-2018,25,31.5,27.1,87,0,1.5,3,60,,
17-12-2018,24,31.8,27.5,82,0.5,3.5,4,40,,
18-12-2018,25,31.1,27.4,87,0,0.9,3,30,,
19-12-2018,25,31.6,27.7,83,0,1,3,40,,
20-12-2018,24,31.9,27.4,81,0,5,4,70,,
21-12-2018,24,31,26.5,82,8.5,6.1,1,320,,
23-12-2018,25,31.2,27.2,91,1,2.5,2,90,,
24-12-2018,25,31.2,27.3,87,0,2.3,4,20,,
25-12-2018,25,30.9,27,84,0,3.3,4,10,,
26-12-2018,24,30.2,25.9,90,1,1.2,4,10,,
27-12-2018,23,31.4,25.9,91,6.2,2.7,3,40,,
28-12-2018,24,30.4,26.4,86,38.6,3.3,3,20,,
29-12-2018,24,30.6,25.6,92,0,4.2,2,210,,
30-12-2018,23,30.8,25.1,94,3,3.3,1,220,,
31-12-2018,23,31,27.5,75,36.1,2,3,230,,
01-01-2019,24.1,31,26.4,91,5.3,3.5,2,10,,
02-01-2019,22.6,31.2,26.3,88,2.8,3.3,3,70,,
03-01-2019,24.2,30.2,27.1,79,3.2,4,3,10,,
04-01-2019,23.6,32.2,26.6,84,9,7.5,4,70,,
05-01-2019,23.2,31.3,27.4,79,0,6.5,3,30,,
06-01-2019,23.4,31.4,26.9,82,0,4.5,4,120,,
07-01-2019,23,31.5,26.5,81,2,5.5,2,70,,
08-01-2019,24,31.5,27.3,78,0,3.9,3,140,,
09-01-2019,24,31.4,26.9,85,0,5.6,2,130,,
10-01-2019,24.4,31,26.3,89,0,2.5,2,360,,
11-01-2019,22.8,31,25.8,87,24.3,4.2,3,20,,
12-01-2019,23.8,30.8,26.7,85,1.2,3.9,2,130,,
13-01-2019,23.2,30.9,25.9,88,0,2.5,2,100,,
14-01-2019,23.6,32,25.9,92,6.4,4,4,80,,
15-01-2019,24,30.5,26.5,89,5.7,3,4,80,,
16-01-2019,23.7,30.4,25.7,93,0,6.5,3,100,,
17-01-2019,23.5,30.8,26.8,87,6.8,1.5,2,60,,
18-01-2019,24.2,30.3,26.3,92,7.5,2.4,2,260,,
19-01-2019,24,31.1,26.7,86,0,8,3,70,,
20-01-2019,23.5,31.4,26.2,87,0,3.5,2,60,,
21-01-2019,23.6,30.5,25.8,92,13.2,6.6,3,80,,
22-01-2019,23.6,31,26.8,88,7.3,3.8,4,90,,
